event_id,timestamp,sender_email,recipient_email,source_ip,subject_line,email_body_length,classification_level
9c0dba63-4fb9-42d1-bebd-2838430b443a,2026-01-04 19:51:26.439444,robert.mills@mail.mil,miller@agency.gov,211.245.219.50,DoD Policy Update: Low cause defense.,1029,UNCLASSIFIED
56929fd6-f152-41e7-aa7c-ba07c618fdd6,2026-01-03 00:16:46.103777,heather.williams@navy.mil,collins@agency.gov,206.139.123.34,CONFIDENTIAL: Administration now Republican.,294,UNCLASSIFIED
449c3bc3-de5d-4d79-a778-ded7801dbab0,2025-12-22 19:13:13.012807,lori.williams@army.mil,hall@agency.gov,18.181.167.15,FOUO: Science agent build say.,2232,UNCLASSIFIED
67773a91-a77a-4265-8b86-e2be814ee1f1,2025-12-08 14:10:47.119025,carl.hartman@gmail.com,english@agency.gov,41.68.141.223,FOUO: Himself glass.,2969,UNCLASSIFIED
1531f76f-05da-4450-97b6-ecfb72494056,2026-01-01 20:13:51.024026,mary.washington@gmail.com,rose@agency.gov,155.56.180.159,Travel Authorization: Laugh city.,1434,UNCLASSIFIED
5bed9ac0-a734-4f79-9ad2-e38d3d41f3ec,2025-12-29 11:30:20.493166,stephanie.hart@gmail.com,patel@agency.gov,61.142.58.214,FOUO: Down nothing strong.,1870,UNCLASSIFIED
d806a86a-42f7-4afe-b9a1-d06a2b7109cc,2026-01-05 08:20:55.084247,richard.brown@yahoo.com,bowman@agency.gov,145.55.229.140,CONFIDENTIAL: Present their.,4624,UNCLASSIFIED
a4f95184-3432-4cdd-bdc5-0b387f291b1b,2025-12-13 16:48:08.847645,alexis.jenkins@navy.mil,ferguson@agency.gov,78.79.53.178,Travel Authorization: Project.,1053,UNCLASSIFIED
31fbf519-a1a8-4195-9b9e-72f585ce3091,2025-12-11 14:57:26.002046,james.rollins@yahoo.com,watkins@agency.gov,62.174.20.207,Timesheet: Military.,3169,UNCLASSIFIED
76be6a08-839f-46a5-a880-387009cf7d81,2025-12-23 17:09:34.421126,john.harris@army.mil,kane@agency.gov,104.213.153.171,FOUO: Strong contain.,3562,UNCLASSIFIED
b451a87e-be2e-4697-9ae6-5ac8e74d12f4,2025-12-09 08:54:39.559365,trevor.rodriguez@army.mil,clark@agency.gov,108.87.104.69,FOUO: Full central.,864,UNCLASSIFIED
981c87d5-90ef-414b-aa5e-7ff6a1b3d075,2025-12-16 22:42:38.537230,john.ramirez@army.mil,bennett@agency.gov,111.211.90.25,FOUO: Success first.,4568,UNCLASSIFIED
47cd26b4-1348-4df0-8a0e-a3417b5eea2c,2025-12-16 11:35:02.078021,brandon.cobb@gmail.com,mcconnell@agency.gov,222.154.41.8,Travel Authorization: Knowledge similar.,3720,UNCLASSIFIED
8131ff35-e96a-4939-b669-a67226b15ab3,2026-01-02 16:10:55.169894,jonathan.nelson@navy.mil,todd@agency.gov,91.232.240.232,DoD Policy Update: We believe billion.,1618,UNCLASSIFIED
725339f5-58ce-4c5f-a636-e85471d9abed,2026-01-02 06:06:43.429615,michael.vazquez@army.mil,moss@agency.gov,46.78.67.112,DoD Policy Update: Community authority.,2095,UNCLASSIFIED
a4883efe-5299-48ef-95e2-dfcf65021052,2025-12-29 07:03:39.378020,eric.bowen@army.mil,tapia@agency.gov,123.253.129.36,FOUO: Network few case.,859,UNCLASSIFIED
459a146c-dc79-4ffc-a230-658f6826380a,2025-12-10 22:39:57.361799,mark.bernard@mail.mil,leblanc@agency.gov,74.134.19.227,CONFIDENTIAL: Main do court.,3382,UNCLASSIFIED
f9861245-04ec-4e57-83a2-8df5b116bab8,2025-12-30 16:51:22.313896,denise.brock@navy.mil,king@agency.gov,120.174.6.117,DoD Policy Update: Trouble unit area.,840,UNCLASSIFIED
e9683e0b-f30a-42b2-b225-d09104dbf3ce,2025-12-12 15:21:26.180260,benjamin.olson@army.mil,ball@agency.gov,219.13.233.252,Travel Authorization: Wrong adult understand.,587,UNCLASSIFIED
85dae43c-1086-47dc-afdd-560bc356f0f8,2025-12-23 08:48:24.749966,stacy.donaldson@army.mil,bauer@agency.gov,119.145.32.222,ACTION REQUIRED: VERIFY ACCOUNT,4814,UNKNOWN
879c7527-23ca-4d69-8989-8a18c4c4ff7d,2026-01-06 09:14:00.489423,amanda.fox@army.mil,soto@agency.gov,76.38.123.96,CONFIDENTIAL: Along language.,3661,UNCLASSIFIED
016e62f0-4507-494b-bb35-e89d4cfa57cb,2025-12-17 20:31:45.713429,james.lopez@navy.mil,king@agency.gov,212.218.62.137,DoD Policy Update: Though increase.,777,UNCLASSIFIED
25fa93e4-384a-4908-8b1e-517c4b4a7bd9,2025-12-08 02:05:52.904912,cathy.reyes@gmail.com,valdez@agency.gov,159.88.203.10,CONFIDENTIAL: Herself.,4150,UNCLASSIFIED
7fa88229-5499-4a6e-ba79-d3509b8c91bb,2025-12-14 06:37:21.510307,charles.hernandez@mail.mil,turner@agency.gov,39.19.243.246,FOUO: Make first.,2088,UNCLASSIFIED
de1ec03e-5ed0-4e0e-b770-c159eb11192e,2025-12-25 18:21:49.663270,michaela.page@mail.mil,chandler@agency.gov,192.226.118.30,CONFIDENTIAL: Common knowledge service.,641,UNCLASSIFIED
1bb5c783-97bc-4505-abf0-bfef16f7ce8b,2025-12-09 19:28:27.830536,emily.torres@army.mil,martinez@agency.gov,42.10.35.176,Travel Authorization: Interview admit line.,83,UNCLASSIFIED
3e1e82a2-5686-48fb-8bf2-15d04298a7b6,2025-12-23 13:14:16.956479,gina.velasquez@gmail.com,cortez@agency.gov,60.78.2.146,ACTION REQUIRED: VERIFY ACCOUNT,2878,UNKNOWN
a773b2ba-ba99-4fbc-baa7-83027082c7f2,2025-12-17 04:40:20.344782,patricia.bond@mail.mil,peck@agency.gov,155.1.144.215,Timesheet: Position.,3310,UNCLASSIFIED
15c2ee42-ff09-4558-b687-a432c2fec4f0,2025-12-30 03:07:44.917382,dustin.morris@navy.mil,thomas@agency.gov,119.180.91.124,DoD Policy Update: Fear final whom.,2431,UNCLASSIFIED
1a61ee30-b7cd-4193-a4c5-7a1f1ecc5196,2025-12-09 00:35:46.195771,richard.garza@army.mil,ewing@agency.gov,3.3.118.146,Timesheet: Serve during.,1822,UNCLASSIFIED
35b9eee3-2003-4a9d-aa4b-04f49a78fe96,2026-01-05 11:51:12.268871,olivia.perry@mail.mil,banks@agency.gov,78.113.135.85,Timesheet: Clear throughout section.,1459,UNCLASSIFIED
034bd8e7-fafa-43e5-a3a6-e5d9ad45a607,2025-12-10 20:29:54.860618,amanda.west@navy.mil,schmidt@agency.gov,187.178.178.37,DoD Policy Update: Type drive fast.,2131,UNCLASSIFIED
4a472b7f-3367-4a02-a5e3-1901ca738625,2025-12-15 11:19:46.922563,holly.miller@army.mil,wilson@agency.gov,77.27.76.152,Travel Authorization: Blood position wrong summer.,3546,UNCLASSIFIED
7084250c-1502-4e06-9ce0-314e5254c748,2025-12-30 03:19:14.656519,raymond.griffith@army.mil,ali@agency.gov,36.135.187.116,DoD Policy Update: Near school lawyer.,2828,UNCLASSIFIED
c6c313cb-7769-42f2-94dd-979f8febdffe,2025-12-19 03:16:24.985980,leslie.scott@mail.mil,underwood@agency.gov,131.22.55.20,Timesheet: Material allow social.,4675,UNCLASSIFIED
5267e843-6ab9-45fd-9e55-e9838301ecb1,2025-12-16 09:48:21.724684,cynthia.mcdonald@navy.mil,mcdaniel@agency.gov,203.90.153.132,CONFIDENTIAL: Southern coach pay.,2756,UNCLASSIFIED
304616fc-16e9-4dee-b228-018309c9fed6,2025-12-15 03:43:24.978595,jay.smith@gmail.com,brown@agency.gov,81.145.174.154,Timesheet: Positive discussion nor land.,3881,UNCLASSIFIED
fa1176fe-eaa5-4e35-a837-fd2d042801c9,2026-01-06 02:28:13.656949,craig.johnson@navy.mil,delacruz@agency.gov,118.254.124.42,DoD Policy Update: Fill.,440,UNCLASSIFIED
a5071998-f528-47df-9125-76941c5fa788,2025-12-29 00:35:46.247787,erica.whitehead@gmail.com,moses@agency.gov,26.111.163.92,ACTION REQUIRED: URGENT WIRE TRANSFER,3185,UNKNOWN
2c98aa80-61e9-4f0e-be39-8183d17ac485,2026-01-06 10:00:07.890463,john.jones@navy.mil,wilkinson@agency.gov,171.159.224.136,FOUO: Gun bank.,2532,UNCLASSIFIED
067a39bd-6bb7-463d-9556-77bfd496ca30,2026-01-04 01:17:26.525218,joseph.banks@mail.mil,brown@agency.gov,53.134.192.217,FOUO: Friend.,3477,UNCLASSIFIED
d8bd45a1-35dd-45ee-815e-d1c3748099f8,2025-12-12 03:13:28.543291,katherine.gilbert@mail.mil,gibbs@agency.gov,19.65.147.33,CONFIDENTIAL: First.,1363,UNCLASSIFIED
eaa9d545-c532-49c1-9e0f-3b853837f6d8,2025-12-20 06:48:29.247577,lisa.lindsey@gmail.com,perry@agency.gov,150.171.255.162,DoD Policy Update: Eye represent.,4301,UNCLASSIFIED
ecdef387-97cf-4dbb-94b8-ba0891fca7ac,2025-12-17 07:51:04.402263,kenneth.wright@mail.mil,graves@agency.gov,26.0.228.22,Timesheet: Common quite.,1408,UNCLASSIFIED
6ed4bb7b-26b8-4a3a-81d0-07f77ade50a6,2026-01-03 06:59:30.143996,mathew.turner@navy.mil,rodriguez@agency.gov,192.25.241.15,Travel Authorization: Become reduce.,4559,UNCLASSIFIED
0d559e17-6e4b-4df3-9a89-a986e3b493c8,2025-12-10 17:52:25.029815,lisa.stanley@navy.mil,spencer@agency.gov,115.48.188.173,FOUO: Discuss her.,341,UNCLASSIFIED
a18e0147-6e3b-4c1f-860b-c953a4ae2fb4,2026-01-06 15:51:15.908595,jeremy.nicholson@yahoo.com,lin@agency.gov,203.110.12.248,CONFIDENTIAL: My movie individual.,2343,UNCLASSIFIED
e7a3c153-e3af-477a-9298-df1c6ad81fa0,2025-12-31 17:53:34.281257,jo.watson@navy.mil,williams@agency.gov,40.122.204.76,CONFIDENTIAL: Without.,3308,UNCLASSIFIED
75de978c-ce25-4288-95fc-5f4a6d9bb470,2025-12-27 00:47:08.866112,steven.bell@army.mil,tran@agency.gov,3.111.105.198,DoD Policy Update: Admit owner.,4302,UNCLASSIFIED
5fec4552-80be-467b-a62b-2115342c8039,2025-12-26 00:55:17.178002,david.davis@navy.mil,sanders@agency.gov,188.14.244.79,Timesheet: Program start machine.,162,UNCLASSIFIED
6cd47f65-d146-41e7-8010-fcab84cf5653,2025-12-16 09:17:04.429780,holly.hunt@navy.mil,hansen@agency.gov,139.37.15.133,FOUO: This include car.,4469,UNCLASSIFIED
7d4152e1-718b-4f08-a62b-170b7120a4e9,2025-12-22 19:34:17.427572,dana.lopez@yahoo.com,smith@agency.gov,90.103.225.69,Travel Authorization: Simple tell.,3113,UNCLASSIFIED
07ee637d-4268-42d8-be61-90f3d22011ec,2025-12-11 19:32:54.020133,vincent.chang@mail.mil,scott@agency.gov,29.64.84.170,FOUO: Let better.,2577,UNCLASSIFIED
1afefa0c-d1f5-4eb1-978f-5d6b871a275c,2025-12-20 23:06:04.581791,samantha.webster@yahoo.com,rowe@agency.gov,101.212.14.44,FOUO: Check federal.,3348,UNCLASSIFIED
0eb81ba5-3cdc-4479-8eaa-f6125e3589a9,2025-12-23 01:01:21.716655,leah.wu@army.mil,moore@agency.gov,154.224.204.171,Travel Authorization: Major teacher policy.,4579,UNCLASSIFIED
028fe4db-363b-4fc2-a4c8-33592b17ed60,2025-12-31 00:35:17.440749,rebecca.wilcox@army.mil,lopez@agency.gov,16.61.23.32,FOUO: Maybe firm successful.,2713,UNCLASSIFIED
20a6d901-cd2c-4dc3-b9e9-77665dbc5cb0,2026-01-04 00:14:10.869036,maria.ellison@yahoo.com,lee@agency.gov,121.146.124.134,Timesheet: Bad skin song structure.,3358,UNCLASSIFIED
bf58ef22-da23-4f70-ac9f-a86cf113328d,2026-01-04 23:58:24.676224,samuel.adams@army.mil,walsh@agency.gov,152.195.99.207,ACTION REQUIRED: TOP SECRET DISCLOSURE,1779,UNKNOWN
8fb4dd3f-f959-423c-81fb-1c17fa9ab688,2026-01-06 15:36:07.880240,anthony.johnson@navy.mil,santos@agency.gov,7.246.56.130,Travel Authorization: Lot model history.,4992,UNCLASSIFIED
1e2fa0d4-0706-442b-9906-da15d29e9c7b,2025-12-31 17:43:03.213695,sandy.kim@yahoo.com,tapia@agency.gov,166.201.189.71,Travel Authorization: Prove.,1241,UNCLASSIFIED
371da711-4bed-47bf-bb7e-47c2f0e14178,2026-01-01 08:00:55.763634,tara.marshall@mail.mil,conrad@agency.gov,222.97.150.178,Timesheet: Hit generation.,2683,UNCLASSIFIED
30a4c9fd-f6b8-4534-9e48-b61def193534,2025-12-09 07:45:57.669766,joseph.fisher@yahoo.com,brown@agency.gov,207.79.149.61,CONFIDENTIAL: Spring memory.,4247,UNCLASSIFIED
548531e4-ea30-4142-800b-a7419a364741,2025-12-16 11:56:36.829578,jonathan.herrera@yahoo.com,massey@agency.gov,11.163.239.226,FOUO: High expect.,550,UNCLASSIFIED
fc3bce3e-ec9f-4fd3-9f69-a4da8a1dd5be,2025-12-15 07:37:43.796573,dominic.richardson@gmail.com,webb@agency.gov,133.178.225.109,ACTION REQUIRED: URGENT WIRE TRANSFER,672,UNKNOWN
d3906f2b-1fdf-48f6-812c-0fb6d1a03c53,2025-12-31 09:27:50.717195,eric.burgess@mail.mil,hall@agency.gov,66.181.151.126,Travel Authorization: Can.,4810,UNCLASSIFIED
1d3483f0-59ee-4340-aade-64175aefc9f9,2025-12-14 06:29:51.697516,keith.buckley@gmail.com,hobbs@agency.gov,41.228.207.20,CONFIDENTIAL: Kitchen.,4472,UNCLASSIFIED
50980b21-3700-432f-820d-02a5610a28c1,2025-12-23 03:22:24.078809,jane.wilkins@army.mil,mitchell@agency.gov,17.235.128.15,Timesheet: Thank energy.,3530,UNCLASSIFIED
947964d6-75e2-4389-a494-1e1ffd3a27fa,2025-12-30 17:58:08.975203,stacy.thornton@yahoo.com,simpson@agency.gov,206.235.211.22,CONFIDENTIAL: Standard drug.,4194,UNCLASSIFIED
4b0cbd7d-ed61-41f7-ad46-902e5ac257b9,2025-12-09 13:13:43.175456,sherry.wilson@navy.mil,jackson@agency.gov,200.36.112.150,DoD Policy Update: Cold resource lead.,812,UNCLASSIFIED
3a5963f5-1c9d-45ae-b9fe-cc95c82c8e45,2025-12-16 04:51:50.917588,stephen.byrd@navy.mil,hines@agency.gov,223.166.255.36,CONFIDENTIAL: Whole as sell.,631,UNCLASSIFIED
1a5bbe1a-7b26-4200-bd1d-ce17aec35adb,2025-12-24 16:59:49.257528,abigail.stout@army.mil,howard@agency.gov,145.236.245.177,Timesheet: Enjoy miss.,521,UNCLASSIFIED
93560873-41fc-41d1-9e61-fb802a927816,2025-12-19 07:45:04.017205,jose.lee@mail.mil,rice@agency.gov,24.169.94.88,Travel Authorization: None threat.,1624,UNCLASSIFIED
b2d106b3-e702-4af8-aeab-7155eda20fbd,2025-12-20 14:27:46.892845,alexander.walter@army.mil,scott@agency.gov,99.136.253.23,CONFIDENTIAL: Drop affect.,611,UNCLASSIFIED
2b8eea11-ad35-44ad-b101-da0cbffb8b6b,2025-12-13 23:23:18.680079,luis.williams@yahoo.com,hernandez@agency.gov,24.88.231.161,DoD Policy Update: Itself cover away.,747,UNCLASSIFIED
a4617a87-90d8-4371-87d2-bb7d8ebce0b9,2025-12-18 10:32:31.179480,todd.nguyen@army.mil,richardson@agency.gov,72.232.236.57,CONFIDENTIAL: Score ok democratic.,94,UNCLASSIFIED
66191681-7a86-47de-a6f7-378e049d4dfb,2026-01-05 21:44:21.952511,erika.wilson@army.mil,marquez@agency.gov,13.208.137.235,DoD Policy Update: Read it interest.,2765,UNCLASSIFIED
133ca662-2b28-4453-92d9-331d2272e61e,2025-12-11 11:51:37.491052,heather.garcia@mail.mil,tanner@agency.gov,99.185.157.187,Timesheet: Between beat whatever.,1438,UNCLASSIFIED
7b35a2bc-1250-44d9-9dbe-125984474cad,2026-01-06 12:10:55.581177,alison.stone@navy.mil,cain@agency.gov,189.2.70.244,CONFIDENTIAL: Still economy which.,2060,UNCLASSIFIED
2895af33-0af1-47dc-b148-b3facc91a003,2025-12-25 14:54:09.103915,dean.patterson@navy.mil,castaneda@agency.gov,153.247.122.96,Timesheet: Forward us last.,3282,UNCLASSIFIED
270f4d1e-9895-4300-af71-eba48e470a60,2025-12-16 20:07:42.476581,anthony.sheppard@yahoo.com,fuller@agency.gov,94.166.5.51,FOUO: Sort describe season.,3943,UNCLASSIFIED
f60ded0c-bf06-4b54-a546-4d9084093d79,2025-12-24 02:42:04.064366,robert.jackson@navy.mil,hester@agency.gov,53.68.250.251,FOUO: Use million.,1321,UNCLASSIFIED
ea160820-1e8e-45a1-a36e-f781ddcdec7a,2025-12-30 02:19:30.196647,christopher.curtis@navy.mil,weber@agency.gov,167.96.244.183,Travel Authorization: Necessary create.,2597,UNCLASSIFIED
d755e4ba-9b73-45f3-ad36-f04dc4995355,2025-12-22 16:12:46.757457,jerry.anderson@yahoo.com,hurley@agency.gov,85.133.112.0,Timesheet: Especially shake hold side.,4908,UNCLASSIFIED
800542ec-9b26-47a6-902b-8bf1c81f45cb,2026-01-06 08:30:25.519861,harry.gutierrez@gmail.com,vasquez@agency.gov,80.89.142.47,Travel Authorization: Court your though.,879,UNCLASSIFIED
6e5acf49-1c7e-4d9e-aa4a-aa06bac5fd48,2025-12-26 12:31:52.294429,amber.taylor@yahoo.com,gordon@agency.gov,200.34.84.190,Travel Authorization: Pattern road agree.,2066,UNCLASSIFIED
808b7bdf-2b5c-417f-864a-210631d47d88,2025-12-18 20:26:32.502087,jessica.martin@navy.mil,martinez@agency.gov,93.86.178.139,Timesheet: Company American stock.,3681,UNCLASSIFIED
ba287f2f-042f-494f-965d-8048c2b22669,2025-12-13 20:37:33.898136,brian.west@yahoo.com,long@agency.gov,161.199.222.160,CONFIDENTIAL: Certainly within.,2448,UNCLASSIFIED
bdfb0720-3383-4c41-acb3-223766c132fd,2025-12-23 11:43:04.302415,alisha.anderson@navy.mil,marshall@agency.gov,82.60.25.204,Travel Authorization: Authority war to.,4389,UNCLASSIFIED
7fbeb7b3-9dda-4f2e-a4f4-0fb673a2a98c,2026-01-01 10:46:45.189276,jason.navarro@mail.mil,bush@agency.gov,63.38.0.135,Timesheet: Choose article.,319,UNCLASSIFIED
2d4f5f94-0a13-4d99-9b5c-b704f886c379,2025-12-14 10:02:43.701529,katherine.nolan@gmail.com,lopez@agency.gov,31.206.44.236,CONFIDENTIAL: Million degree and.,2910,UNCLASSIFIED
4769b51a-34fc-47c0-8058-1078fed6f1dc,2025-12-23 02:59:54.716040,kyle.ferguson@navy.mil,hardy@agency.gov,73.42.143.222,Timesheet: Sell natural including.,4886,UNCLASSIFIED
a86e2c13-3a57-47e3-bb14-4a52ef62d89f,2025-12-29 11:33:13.542565,danielle.martin@yahoo.com,knight@agency.gov,139.100.69.107,Travel Authorization: Detail range.,4513,UNCLASSIFIED
b098d2e8-28d5-4b3a-bd39-c84bee69274f,2025-12-27 00:11:35.326778,ryan.brady@gmail.com,gibson@agency.gov,149.201.193.186,DoD Policy Update: Girl I.,4774,UNCLASSIFIED
7c12dd93-8c4b-496a-9cd9-8c870c6ec624,2026-01-03 23:03:06.485908,samantha.bryant@navy.mil,long@agency.gov,219.108.63.35,CONFIDENTIAL: Price wonder participant.,648,UNCLASSIFIED
5ddb96c2-88c8-447e-9c2d-1977a182b7b2,2025-12-07 22:29:34.065639,jill.white@gmail.com,smith@agency.gov,172.113.254.126,FOUO: Step leg.,1565,UNCLASSIFIED
7e58d0fc-b897-40bb-8aab-72fa1c200256,2025-12-23 06:21:43.571947,william.gonzalez@gmail.com,gutierrez@agency.gov,63.12.143.29,Travel Authorization: Art game sell.,4672,UNCLASSIFIED
a2455429-f04a-4bce-81a2-d6c1cf34efb6,2025-12-24 15:35:50.055616,jennifer.calderon@gmail.com,prince@agency.gov,219.89.108.104,FOUO: Scene city create view.,3886,UNCLASSIFIED
9615bb4d-231e-4a0b-be99-6a8f8b9e13fc,2025-12-19 17:20:23.486181,robert.fletcher@mail.mil,robertson@agency.gov,150.175.242.151,DoD Policy Update: Notice source.,3349,UNCLASSIFIED
0be51190-301c-490c-8018-bd6e9d8cf7d3,2026-01-01 14:39:42.535265,melissa.lewis@mail.mil,graham@agency.gov,2.116.144.237,CONFIDENTIAL: Sea summer American west.,3099,UNCLASSIFIED
c2ec810c-6826-40e4-b225-f29c991ccee4,2025-12-08 13:52:59.336999,stephanie.skinner@mail.mil,figueroa@agency.gov,150.57.155.102,Travel Authorization: Purpose charge.,252,UNCLASSIFIED
d627dc3e-74aa-43f1-8b97-183a94212eef,2026-01-02 02:42:29.993012,mary.benton@army.mil,thompson@agency.gov,95.137.2.113,Travel Authorization: Reach power.,4028,UNCLASSIFIED
5d52d78f-744b-4a9f-ac6b-cbfed1a85421,2026-01-01 01:10:10.681570,kevin.jimenez@army.mil,smith@agency.gov,185.213.172.41,FOUO: Increase.,755,UNCLASSIFIED
4bfde8c3-9785-4f9a-922d-360c83e5f311,2026-01-06 10:53:35.125125,victoria.rodriguez@army.mil,reyes@agency.gov,108.100.141.134,ACTION REQUIRED: TOP SECRET DISCLOSURE,1131,UNKNOWN
af67fb97-9b7b-4891-b1a4-0b359c200965,2025-12-13 09:49:56.505029,amber.armstrong@army.mil,howard@agency.gov,184.26.12.96,Travel Authorization: Or attorney.,1075,UNCLASSIFIED
86c38b5f-fe77-4ac2-91e5-a8a0e61aabdc,2025-12-17 12:56:12.430903,david.lee@yahoo.com,sutton@agency.gov,72.24.86.154,CONFIDENTIAL: Official small.,4863,UNCLASSIFIED
91242756-1a2c-4659-957f-6f6389e95bbe,2025-12-18 03:46:22.493373,chelsey.rice@navy.mil,travis@agency.gov,162.215.124.23,Travel Authorization: Election difference.,4719,UNCLASSIFIED
a2f7a4ed-d2b5-46b3-9268-408a1ec002fd,2026-01-04 06:46:56.123403,gabriel.jackson@army.mil,nash@agency.gov,8.101.202.253,Travel Authorization: Sell natural.,4326,UNCLASSIFIED
e77d0f11-73c4-463e-9856-80cb62d84787,2025-12-15 17:05:22.624048,michelle.johnson@mail.mil,johnson@agency.gov,136.235.80.182,FOUO: Religious so or.,2803,UNCLASSIFIED
552e288b-bc61-4134-8b45-496b78b41589,2025-12-09 19:13:12.113247,lauren.williams@yahoo.com,brown@agency.gov,210.162.41.105,Travel Authorization: Information old.,2810,UNCLASSIFIED
867b1955-1935-451b-b790-b7148bd99c39,2025-12-26 15:31:40.186592,amber.mccarthy@navy.mil,adkins@agency.gov,49.9.148.108,Travel Authorization: Less exist.,496,UNCLASSIFIED
215929c0-c2c9-4a73-8b5d-d64cb1b1539f,2026-01-05 04:43:38.687203,brianna.gardner@army.mil,lopez@agency.gov,94.48.153.109,FOUO: Job.,1759,UNCLASSIFIED
60b7cbd3-6b6b-44c9-bac8-c273618ed144,2025-12-23 22:49:49.862261,ebony.love@mail.mil,yang@agency.gov,183.100.143.141,Timesheet: Apply knowledge million activity.,2543,UNCLASSIFIED
f6a12e23-e2a5-4bce-83aa-659e218630bd,2025-12-13 03:24:27.814692,kyle.lee@yahoo.com,johnson@agency.gov,2.184.44.253,Travel Authorization: Bag a.,3710,UNCLASSIFIED
30091cc9-9ddd-4350-b2b5-909644649175,2025-12-26 07:21:18.977852,cindy.miller@mail.mil,callahan@agency.gov,125.242.217.11,Travel Authorization: Fund small more.,4206,UNCLASSIFIED
7e600392-a1af-4089-abf2-ca285877d1ca,2025-12-15 00:13:00.204756,kelly.moran@yahoo.com,cabrera@agency.gov,49.171.17.103,Timesheet: Step data.,3445,UNCLASSIFIED
fdee8ef5-26b9-4a2c-ad10-75f929e01e10,2025-12-27 10:37:51.678718,teresa.morgan@mail.mil,vincent@agency.gov,126.101.70.53,Timesheet: Two improve.,1309,UNCLASSIFIED
2a481832-13d0-4265-baea-a3ad00773888,2025-12-26 09:10:28.243208,thomas.coleman@mail.mil,williams@agency.gov,36.52.136.190,Timesheet: Brother answer baby.,253,UNCLASSIFIED
086868ea-2997-4251-9756-902ae4e9e864,2025-12-08 04:06:11.829382,jerry.baker@gmail.com,melton@agency.gov,3.127.1.175,Travel Authorization: Increase.,2747,UNCLASSIFIED
11ab0e69-df64-487f-898a-eb15af347f16,2025-12-27 21:06:13.587594,cody.hodge@mail.mil,stewart@agency.gov,112.65.161.104,FOUO: Add create.,4816,UNCLASSIFIED
167811d5-33bd-4bdb-b0aa-e8bb8f9c0567,2025-12-29 01:21:53.610461,heather.clark@navy.mil,anthony@agency.gov,132.62.134.209,Travel Authorization: Question home try.,3222,UNCLASSIFIED
f4cadf7e-61fb-4c69-9a9b-e6381268ada9,2026-01-06 17:19:27.250445,sydney.fletcher@mail.mil,villanueva@agency.gov,67.154.238.249,FOUO: Especially game management.,1992,UNCLASSIFIED
f9bea114-9928-4dd2-9b6c-f28029b5a70e,2025-12-25 23:06:26.686418,timothy.hernandez@mail.mil,vega@agency.gov,30.248.62.136,CONFIDENTIAL: Box design everything.,2898,UNCLASSIFIED
57bb2bbd-41ef-439a-91f1-5702913151a4,2025-12-13 07:49:49.801177,taylor.garcia@army.mil,franco@agency.gov,18.216.214.208,Timesheet: Ahead third.,4709,UNCLASSIFIED
2a826267-7b1f-4cd9-84f6-58dbc9e64917,2025-12-28 22:18:53.792682,ryan.edwards@mail.mil,pace@agency.gov,59.7.22.105,FOUO: Identify buy.,1763,UNCLASSIFIED
988a2d66-e8ec-4af9-934d-ce231768561c,2025-12-26 12:59:23.114330,daniel.berger@yahoo.com,velasquez@agency.gov,66.117.72.1,Travel Authorization: Create hope kitchen.,2749,UNCLASSIFIED
7ae74990-40b0-4fd7-9080-b05b7d9f302f,2025-12-08 09:52:15.781031,ashley.morris@mail.mil,huff@agency.gov,78.119.79.65,Travel Authorization: Technology end.,143,UNCLASSIFIED
f763e174-d07f-4924-9612-16d598eac32b,2025-12-31 15:18:02.568394,kenneth.miller@mail.mil,mathews@agency.gov,106.131.21.95,DoD Policy Update: Know return per.,4985,UNCLASSIFIED
ff8c8d81-376f-45a7-9de0-5cbfa709d8bd,2025-12-25 13:25:11.589044,alex.sanchez@gmail.com,mitchell@agency.gov,198.116.46.12,ACTION REQUIRED: TOP SECRET DISCLOSURE,417,UNKNOWN
f97e4143-acd4-46d7-92da-099ad5783921,2026-01-04 21:38:04.548643,erica.mitchell@yahoo.com,burns@agency.gov,188.112.80.254,Timesheet: Hundred style.,606,UNCLASSIFIED
a7141dcd-0628-4d0a-a03e-91732ae61a62,2026-01-03 04:44:40.546435,haley.burns@yahoo.com,osborn@agency.gov,111.68.216.99,Travel Authorization: Economic run tend.,3895,UNCLASSIFIED
eda3b38c-093a-4647-9827-3f6a641f20b7,2026-01-02 02:11:52.693802,denise.jones@navy.mil,medina@agency.gov,155.40.71.9,FOUO: Trial member camera.,3077,UNCLASSIFIED
3b645b40-dea3-4096-a098-ed1014d9b5ca,2026-01-03 19:04:59.443316,marc.weber@gmail.com,benitez@agency.gov,17.87.82.170,Travel Authorization: Soldier step.,3285,UNCLASSIFIED
710112d6-2cb1-482b-9225-99fb6a9011b7,2025-12-31 11:29:26.462340,william.english@army.mil,khan@agency.gov,110.231.247.72,Timesheet: Word call push weight.,1827,UNCLASSIFIED
ef12cfe7-58c8-4532-8105-51992a0d408c,2025-12-14 09:12:57.932489,michelle.crawford@gmail.com,cisneros@agency.gov,101.127.200.176,Timesheet: Between floor receive how.,4037,UNCLASSIFIED
1898c696-7973-40bc-948f-23e365a01fb0,2025-12-27 16:42:58.766447,melissa.guerrero@yahoo.com,logan@agency.gov,71.74.200.179,ACTION REQUIRED: RESET PASSWORD NOW,2075,UNKNOWN
